Row,Response_1,Response_2,Response_3,Response_4,Response_5
1,1,1,1,1,1
2,1,1,1,0,0
3,1,1,1,1,1
4,1,1,1,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,1,1,0,0,0
8,1,1,1,1,1
9,1,1,1,1,0
10,1,0,0,0,0
11,1,1,1,0,0
12,1,1,1,1,1
13,1,1,1,0,0
14,0,0,0,0,0
15,1,1,1,1,0
16,0,0,0,0,0
17,1,1,1,1,0
18,0,0,0,0,0
19,1,0,0,0,0
20,1,1,1,1,1
21,1,1,0,0,0
22,1,1,1,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,1,1,0,0,0
26,1,1,1,0,0
27,1,1,0,0,0
28,1,1,0,0,0
29,0,0,0,0,0
30,1,0,0,0,0
31,1,1,1,0,0
32,1,1,0,0,0
33,1,0,0,0,0
34,0,0,0,0,0
35,1,1,1,0,0
36,1,1,1,0,0
37,0,0,0,0,0
38,1,1,1,1,1
39,1,1,0,0,0
40,1,1,1,1,1
41,1,1,0,0,0
42,1,1,1,0,0
43,1,1,0,0,0
44,0,0,0,0,0
45,0,0,0,0,0
46,1,1,1,1,1
47,1,1,0,0,0
48,0,0,0,0,0
49,1,0,0,0,0
50,1,1,1,1,0
51,1,1,0,0,0
52,1,1,1,1,1
53,1,1,0,0,0
54,1,1,1,0,0
55,1,1,1,1,1
56,1,1,1,1,0
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,0,0,0
60,0,0,0,0,0
61,1,1,1,0,0
62,1,1,0,0,0
63,1,1,0,0,0
64,0,0,0,0,0
65,0,0,0,0,0
66,1,1,1,1,1
67,1,0,0,0,0
68,0,0,0,0,0
69,1,1,1,0,0
70,1,1,1,1,1
71,1,1,1,1,1
72,0,0,0,0,0
73,0,0,0,0,0
74,1,1,1,0,0
75,1,1,1,1,1
76,0,0,0,0,0
77,1,1,1,1,1
78,0,0,0,0,0
79,1,1,1,0,0
80,0,0,0,0,0
81,1,0,0,0,0
82,1,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,1,1,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,1,1,1,0,0
89,1,0,0,0,0
90,0,0,0,0,0
91,1,1,1,1,1
92,0,0,0,0,0
93,1,1,1,0,0
94,1,1,1,1,1
95,1,0,0,0,0
96,1,1,1,1,1
97,1,1,1,1,1
98,1,0,0,0,0
99,1,1,0,0,0
100,1,0,0,0,0
101,1,1,1,1,1
102,1,1,1,1,1
103,1,1,1,0,0
104,1,0,0,0,0
105,0,0,0,0,0
106,1,0,0,0,0
107,1,1,1,0,0
108,0,0,0,0,0
109,0,0,0,0,0
110,1,1,1,1,1
111,0,0,0,0,0
112,0,0,0,0,0
113,0,0,0,0,0
114,0,0,0,0,0
115,1,1,1,1,1
116,1,1,1,0,0
117,1,1,0,0,0
118,1,1,1,1,0
119,0,0,0,0,0
120,0,0,0,0,0
121,1,0,0,0,0
122,0,0,0,0,0
123,1,0,0,0,0
124,1,1,1,1,1
125,1,1,1,0,0
126,1,0,0,0,0
127,1,1,1,0,0
128,1,1,1,0,0
129,1,1,1,1,1
130,0,0,0,0,0
131,1,1,0,0,0
132,1,0,0,0,0
133,1,0,0,0,0
134,1,1,1,0,0
135,0,0,0,0,0
136,1,1,1,0,0
137,1,0,0,0,0
138,1,1,0,0,0
139,1,1,1,1,1
140,1,1,0,0,0
141,0,0,0,0,0
142,1,1,1,1,1
143,0,0,0,0,0
144,0,0,0,0,0
145,0,0,0,0,0
146,1,0,0,0,0
147,0,0,0,0,0
148,1,1,1,1,1
149,0,0,0,0,0
150,1,0,0,0,0
151,1,0,0,0,0
152,0,0,0,0,0
153,0,0,0,0,0
154,1,1,1,0,0
155,1,1,1,1,1
156,1,0,0,0,0
157,1,0,0,0,0
158,0,0,0,0,0
159,1,0,0,0,0
160,0,0,0,0,0
161,0,0,0,0,0
162,0,0,0,0,0
163,1,1,0,0,0
164,1,0,0,0,0
165,1,1,1,1,1
166,0,0,0,0,0
167,1,1,0,0,0
168,0,0,0,0,0
169,0,0,0,0,0
170,1,0,0,0,0
171,1,1,0,0,0
172,1,1,1,1,1
173,1,1,1,1,0
174,1,1,0,0,0
175,1,1,1,1,1
176,1,1,1,0,0
177,0,0,0,0,0
178,0,0,0,0,0
179,1,1,1,1,1
180,1,1,0,0,0
181,1,1,0,0,0
182,0,0,0,0,0
183,0,0,0,0,0
184,1,0,0,0,0
185,0,0,0,0,0
186,1,1,1,0,0
187,1,1,1,1,0
188,1,1,0,0,0
189,0,0,0,0,0
190,0,0,0,0,0
191,0,0,0,0,0
192,0,0,0,0,0
193,1,0,0,0,0
194,0,0,0,0,0
195,1,1,1,1,1
196,0,0,0,0,0
197,0,0,0,0,0
198,0,0,0,0,0
199,1,1,0,0,0
200,0,0,0,0,0
