Row,Response_1,Response_2,Response_3,Response_4,Response_5
1,1,1,1,1,1
2,1,1,1,1,1
3,1,1,1,1,1
4,0,0,0,0,0
5,0,0,0,0,0
6,1,1,1,1,1
7,1,1,1,1,1
8,1,1,1,1,1
9,1,1,1,1,1
10,0,0,0,0,0
11,1,1,1,1,1
12,1,1,1,1,1
13,1,1,1,1,1
14,0,0,0,0,0
15,1,1,1,1,1
16,0,0,0,0,0
17,1,1,1,1,1
18,1,1,1,1,1
19,1,1,1,1,1
20,1,1,1,1,1
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,1,1,1,0,0
26,1,1,1,1,1
27,0,0,0,0,0
28,1,1,1,1,1
29,1,1,1,1,1
30,1,1,1,1,1
31,1,1,1,1,1
32,1,1,1,1,1
33,0,0,0,0,0
34,1,1,1,1,1
35,1,1,1,1,1
36,0,0,0,0,0
37,1,1,0,0,0
38,1,1,1,1,1
39,1,1,1,1,1
40,0,0,0,0,0
41,1,1,1,1,1
42,1,1,1,1,1
43,1,1,1,1,1
44,0,0,0,0,0
45,0,0,0,0,0
46,1,1,1,1,1
47,1,1,1,1,1
48,1,1,1,1,1
49,1,1,0,0,0
50,1,1,1,1,1
51,1,1,1,1,1
52,1,1,1,1,1
53,1,1,1,1,1
54,0,0,0,0,0
55,0,0,0,0,0
56,1,1,1,1,1
57,0,0,0,0,0
58,1,1,1,1,1
59,0,0,0,0,0
60,0,0,0,0,0
61,0,0,0,0,0
62,1,1,1,1,1
63,1,1,1,1,1
64,1,1,1,1,1
65,0,0,0,0,0
66,1,1,1,1,1
67,1,1,1,1,1
68,1,1,1,1,1
69,1,1,1,1,1
70,1,1,1,1,1
71,1,1,1,1,1
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,1,1,1,1,1
76,0,0,0,0,0
77,1,1,1,1,1
78,1,1,1,1,1
79,1,1,1,1,1
80,1,0,0,0,0
81,1,1,1,1,1
82,0,0,0,0,0
83,1,1,0,0,0
84,0,0,0,0,0
85,1,1,1,1,1
86,0,0,0,0,0
87,1,0,0,0,0
88,0,0,0,0,0
89,1,1,1,0,0
90,0,0,0,0,0
91,1,1,1,0,0
92,1,0,0,0,0
93,1,1,1,1,1
94,1,1,1,1,1
95,1,1,1,1,1
96,1,1,1,1,1
97,1,1,1,1,1
98,1,1,0,0,0
99,1,1,1,1,1
100,1,0,0,0,0
101,0,0,0,0,0
102,1,1,1,1,1
103,1,1,1,1,1
104,0,0,0,0,0
105,0,0,0,0,0
106,1,1,1,1,1
107,1,1,1,1,1
108,0,0,0,0,0
109,0,0,0,0,0
110,0,0,0,0,0
111,1,0,0,0,0
112,0,0,0,0,0
113,1,1,1,1,1
114,1,1,1,1,1
115,1,1,1,1,1
116,1,1,1,1,1
117,1,1,1,0,0
118,1,1,1,1,1
119,1,1,0,0,0
120,1,0,0,0,0
121,1,1,1,1,1
122,0,0,0,0,0
123,1,1,1,1,1
124,1,1,1,1,1
125,1,1,1,1,1
126,1,1,1,1,1
127,1,1,1,1,1
128,1,1,1,1,1
129,1,1,1,1,1
130,0,0,0,0,0
131,0,0,0,0,0
132,0,0,0,0,0
133,1,0,0,0,0
134,1,1,1,1,1
135,1,1,1,1,1
136,1,1,1,1,1
137,1,1,1,1,1
138,1,1,1,1,0
139,1,1,1,0,0
140,1,1,1,1,1
141,0,0,0,0,0
142,1,1,1,1,1
143,1,1,1,1,1
144,0,0,0,0,0
145,0,0,0,0,0
146,0,0,0,0,0
147,0,0,0,0,0
148,1,1,1,1,1
149,1,0,0,0,0
150,1,1,1,1,1
151,0,0,0,0,0
152,0,0,0,0,0
153,0,0,0,0,0
154,1,1,1,1,1
155,1,1,1,1,1
156,1,1,1,1,1
157,0,0,0,0,0
158,1,0,0,0,0
159,1,1,1,1,1
160,1,1,1,1,1
161,1,1,1,0,0
162,1,1,1,1,1
163,0,0,0,0,0
164,1,1,0,0,0
165,1,1,1,0,0
166,0,0,0,0,0
167,1,1,1,0,0
168,1,1,1,1,1
169,0,0,0,0,0
170,1,1,1,1,1
171,1,1,1,1,1
172,1,1,1,1,1
173,1,1,1,1,1
174,1,1,1,1,1
175,1,1,1,1,1
176,1,1,1,1,1
177,0,0,0,0,0
178,1,1,1,1,1
179,1,1,1,1,1
180,1,1,0,0,0
181,0,0,0,0,0
182,0,0,0,0,0
183,0,0,0,0,0
184,1,1,1,0,0
185,0,0,0,0,0
186,1,1,1,1,1
187,1,1,1,1,1
188,1,1,1,1,1
189,1,1,1,1,1
190,0,0,0,0,0
191,1,1,1,1,1
192,0,0,0,0,0
193,1,1,1,1,1
194,1,1,1,1,1
195,1,1,1,1,1
196,0,0,0,0,0
197,0,0,0,0,0
198,0,0,0,0,0
199,1,1,0,0,0
200,0,0,0,0,0
